time,up_preprocessed,octez_validator_block_worker_error_count_preprocessed,ocaml_gc_allocated_bytes_preprocessed,octez_p2p_connections_active_preprocessed,process_cpu_seconds_total_preprocessed,octez_store_last_merge_time_preprocessed,octez_validator_chain_synchronisation_status_preprocessed,octez_validator_chain_is_bootstrapped_preprocessed,octez_validator_peer_system_error_preprocessed,octez_validator_peer_unavailable_protocol_preprocessed,octez_validator_peer_unknown_error_preprocessed,octez_p2p_swap_fail_preprocessed,octez_store_invalid_blocks_preprocessed,process_start_time_seconds_preprocessed
36593.111046,,,,,,,,,,,0.0,,,
36593.134251,,,,,,,,,,0.0,,,,
36593.164194,,,,,,,,,0.0,,,,,
36593.192961,,,,,,,,0.0,,,,,,
36593.225508,,,,,,,0.0,,,,,,,
36593.248525,,,,,,1.0,,,,,,,,
36593.278836,,,,,0.24616014791409013,,,,,,,,,
36593.306333,,,,0.8181818181818183,,,,,,,,,,
36593.331318,,,0.2357555358930138,,,,,,,,,,,
36593.36227,0.0,,,,,,,,,,,,,
36593.401424,,0.0,,,,,,,,,,,,
36893.511505,,,,,,,,,,,,,,0.0
36893.538911,,,,,,,,,,,,,0.0,
36893.558414,,,,,,,,,,,,0.2207207207207207,,
36893.584523,,,,,,,,,,,0.0,,,
36893.606323,,,,,,,,,,0.0,,,,
36893.634245,,,,,,,,,0.0,,,,,
36893.660907,,,,,,,,0.0,,,,,,
36893.69237,,,,,,,0.0,,,,,,,
36893.714138,,,,,,1.0,,,,,,,,
36893.742119,,,,,0.24815918085788502,,,,,,,,,
36893.769158,,,,0.31818181818181834,,,,,,,,,,
36893.793316,,,0.2378179115160276,,,,,,,,,,,
36893.823011,0.0,,,,,,,,,,,,,
36893.861906,,0.0,,,,,,,,,,,,
37193.965843,,,,,,,,,,,,,,0.0
37193.993465,,,,,,,,,,,,,0.0,
37194.011324,,,,,,,,,,,,0.22522522522522515,,
37194.039135,,,,,,,,,,,0.0,,,
37194.061429,,,,,,,,,,0.0,,,,
37194.090584,,,,,,,,,0.0,,,,,
37194.118472,,,,,,,,0.0,,,,,,
37194.151314,,,,,,,0.0,,,,,,,
37194.173816,,,,,,1.0,,,,,,,,
37194.204772,,,,,0.25017828841626155,,,,,,,,,
37194.232016,,,,0.4545454545454546,,,,,,,,,,
37194.257392,,,0.2399362043677128,,,,,,,,,,,
37194.2868,0.0,,,,,,,,,,,,,
37194.325059,,0.0,,,,,,,,,,,,
37494.415056,,,,,,,,,,,,,,0.0
37494.442723,,,,,,,,,,,,,0.0,
37494.463068,,,,,,,,,,,,0.22972972972972971,,
37494.485942,,,,,,,,,,,0.0,,,
37494.509028,,,,,,,,,,0.0,,,,
37494.535888,,,,,,,,,0.0,,,,,
37494.56482,,,,,,,,0.0,,,,,,
37494.597081,,,,,,,0.0,,,,,,,
37494.620745,,,,,,1.0,,,,,,,,
37494.650794,,,,,0.2521067325334174,,,,,,,,,
37494.675424,,,,0.5909090909090908,,,,,,,,,,
37494.700714,,,0.24189955030010468,,,,,,,,,,,
37494.730073,0.0,,,,,,,,,,,,,
37494.7693,,0.0,,,,,,,,,,,,
37794.894433,,,,,,,,,,,,,,0.0
37794.921863,,,,,,,,,,,,,0.0,
37794.940926,,,,,,,,,,,,0.22972972972972971,,
37794.968266,,,,,,,,,,,0.0,,,
37794.989845,,,,,,,,,,0.0,,,,
37795.019245,,,,,,,,,0.0,,,,,
37795.046424,,,,,,,,0.0,,,,,,
37795.076055,,,,,,,0.0,,,,,,,
37795.096692,,,,,,1.0,,,,,,,,
37795.122076,,,,,0.2540202641077026,,,,,,,,,
37795.146219,,,,0.7727272727272729,,,,,,,,,,
37795.168016,,,0.24387295120066455,,,,,,,,,,,
37795.196382,0.0,,,,,,,,,,,,,
37795.233166,,0.0,,,,,,,,,,,,
38095.341241,,,,,,,,,,,,,,0.0
38095.37039,,,,,,,,,,,,,0.0,
38095.391195,,,,,,,,,,,,0.22972972972972971,,
38095.420379,,,,,,,,,,,0.0,,,
38095.443012,,,,,,,,,,0.0,,,,
38095.472742,,,,,,,,,0.0,,,,,
38095.502642,,,,,,,,0.0,,,,,,
38095.53567,,,,,,,0.0,,,,,,,
38095.558222,,,,,,1.0,,,,,,,,
38095.58894,,,,,0.2559629978999003,,,,,,,,,
38095.616726,,,,0.09090909090909083,,,,,,,,,,
38095.642802,,,0.2458746538981994,,,,,,,,,,,
38095.674388,0.0,,,,,,,,,,,,,
38095.713433,,0.0,,,,,,,,,,,,
38395.819715,,,,,,,,,,,,,,0.0
38395.843669,,,,,,,,,,,,,0.0,
38395.86291,,,,,,,,,,,,0.23423423423423417,,
38395.886714,,,,,,,,,,,0.0,,,
38395.906141,,,,,,,,,,0.0,,,,
38395.932653,,,,,,,,,0.0,,,,,
38395.958718,,,,,,,,0.0,,,,,,
38395.988075,,,,,,,0.0,,,,,,,
38396.010814,,,,,,1.0,,,,,,,,
38396.041367,,,,,0.25781798456562965,,,,,,,,,
38396.068778,,,,0.27272727272727293,,,,,,,,,,
38396.09439,,,0.2477763216047828,,,,,,,,,,,
38396.122378,0.0,,,,,,,,,,,,,
38396.15926,,0.0,,,,,,,,,,,,
38696.28178,,,,,,,,,,,,,,0.0
38696.308479,,,,,,,,,,,,,0.0,
38696.326605,,,,,,,,,,,,0.23873873873873874,,
38696.344538,,,,,,,,,,,0.0,,,
38696.365181,,,,,,,,,,0.0,,,,
38696.390511,,,,,,,,,0.0,,,,,
38696.407221,,,,,,,,0.0,,,,,,
38696.439752,,,,,,,0.0,,,,,,,
38696.46292,,,,,,1.0,,,,,,,,
38696.493465,,,,,0.2596783050546957,,,,,,,,,
38696.520567,,,,0.4545454545454546,,,,,,,,,,
38696.544926,,,0.2496926564556876,,,,,,,,,,,
38696.574303,0.0,,,,,,,,,,,,,
38696.613752,,0.0,,,,,,,,,,,,
38996.746821,,,,,,,,,,,,,,0.0
38996.775131,,,,,,,,,,,,,0.0,
38996.795361,,,,,,,,,,,,0.23873873873873874,,
38996.823027,,,,,,,,,,,0.0,,,
38996.845139,,,,,,,,,,0.0,,,,
38996.874496,,,,,,,,,0.0,,,,,
38996.903168,,,,,,,,0.0,,,,,,
38996.935379,,,,,,,0.0,,,,,,,
38996.956523,,,,,,1.0,,,,,,,,
38996.986381,,,,,0.26158355562603686,,,,,,,,,
38997.013392,,,,0.5909090909090908,,,,,,,,,,
38997.03822,,,0.25168932054959015,,,,,,,,,,,
38997.067582,0.0,,,,,,,,,,,,,
38997.101683,,0.0,,,,,,,,,,,,
39297.200719,,,,,,,,,,,,,,0.0
39297.228024,,,,,,,,,,,,,0.0,
39297.246138,,,,,,,,,,,,0.2432432432432432,,
39297.274109,,,,,,,,,,,0.0,,,
39297.296305,,,,,,,,,,0.0,,,,
39297.322846,,,,,,,,,0.0,,,,,
39297.348075,,,,,,,,0.0,,,,,,
39297.379972,,,,,,,0.0,,,,,,,
39297.402754,,,,,,1.0,,,,,,,,
39297.432252,,,,,0.2636490562984535,,,,,,,,,
39297.457485,,,,0.09090909090909083,,,,,,,,,,
39297.482262,,,0.25381713598772826,,,,,,,,,,,
39297.511884,0.0,,,,,,,,,,,,,
39297.54919,,0.0,,,,,,,,,,,,
39597.654328,,,,,,,,,,,,,,0.0
39597.68242,,,,,,,,,,,,,0.0,
39597.702792,,,,,,,,,,,,0.2432432432432432,,
39597.731553,,,,,,,,,,,0.0,,,
39597.754241,,,,,,,,,,0.0,,,,
39597.784356,,,,,,,,,0.0,,,,,
39597.813316,,,,,,,,0.0,,,,,,
39597.845096,,,,,,,0.0,,,,,,,
39597.867915,,,,,,1.0,,,,,,,,
39597.898743,,,,,0.26555622436772863,,,,,,,,,
39597.925559,,,,0.36363636363636376,,,,,,,,,,
39597.951637,,,0.2557834591129151,,,,,,,,,,,
39597.98278,0.0,,,,,,,,,,,,,
39598.021128,,0.0,,,,,,,,,,,,
39898.119126,,,,,,,,,,,,,,0.0
39898.147153,,,,,,,,,,,,,0.0,
39898.166543,,,,,,,,,,,,0.2432432432432432,,
39898.194476,,,,,,,,,,,0.0,,,
39898.216804,,,,,,,,,,0.0,,,,
39898.245755,,,,,,,,,0.0,,,,,
39898.266523,,,,,,,,0.0,,,,,,
39898.29925,,,,,,,0.0,,,,,,,
39898.321368,,,,,,1.0,,,,,,,,
39898.350539,,,,,0.2675043058724478,,,,,,,,,
39898.377254,,,,0.40909090909090917,,,,,,,,,,
39898.403,,,0.25780437017826663,,,,,,,,,,,
39898.433515,0.0,,,,,,,,,,,,,
39898.473022,,0.0,,,,,,,,,,,,
40198.576639,,,,,,,,,,,,,,0.0
40198.604468,,,,,,,,,,,,,0.0,
40198.623464,,,,,,,,,,,,0.2432432432432432,,
40198.650763,,,,,,,,,,,0.0,,,
40198.672292,,,,,,,,,,0.0,,,,
40198.702281,,,,,,,,,0.0,,,,,
40198.731353,,,,,,,,0.0,,,,,,
40198.764173,,,,,,,0.0,,,,,,,
40198.786933,,,,,,1.0,,,,,,,,
40198.814702,,,,,0.26968225281982805,,,,,,,,,
40198.841727,,,,0.7272727272727275,,,,,,,,,,
40198.8674,,,0.26004941009130356,,,,,,,,,,,
40198.898137,0.0,,,,,,,,,,,,,
40198.937654,,0.0,,,,,,,,,,,,
40499.069143,,,,,,,,,,,,,,0.0
40499.095486,,,,,,,,,,,,,0.0,
40499.113301,,,,,,,,,,,,0.2432432432432432,,
40499.141183,,,,,,,,,,,0.0,,,
40499.154957,,,,,,,,,,0.0,,,,
40499.180523,,,,,,,,,0.0,,,,,
40499.207505,,,,,,,,0.0,,,,,,
40499.235989,,,,,,,0.0,,,,,,,
40499.255337,,,,,,1.0,,,,,,,,
40499.280215,,,,,0.27181991070519607,,,,,,,,,
40499.305002,,,,1.0,,,,,,,,,,
40499.329134,,,0.2622571126402121,,,,,,,,,,,
40499.358213,0.0,,,,,,,,,,,,,
40499.396457,,0.0,,,,,,,,,,,,
40799.522676,,,,,,,,,,,,,,0.0
40799.551098,,,,,,,,,,,,,0.0,
40799.571313,,,,,,,,,,,,0.2432432432432432,,
40799.599923,,,,,,,,,,,0.0,,,
40799.620653,,,,,,,,,,0.0,,,,
40799.650216,,,,,,,,,0.0,,,,,
40799.677765,,,,,,,,0.0,,,,,,
40799.710742,,,,,,,0.0,,,,,,,
40799.734115,,,,,,1.0,,,,,,,,
40799.763759,,,,,0.2737881765452921,,,,,,,,,
40799.790871,,,,0.36363636363636376,,,,,,,,,,
40799.816107,,,0.2642772630970127,,,,,,,,,,,
40799.847278,0.0,,,,,,,,,,,,,
40799.885338,,0.0,,,,,,,,,,,,
41100.027171,,,,,,,,,,,,,,0.0
41100.049615,,,,,,,,,,,,,0.0,
41100.064315,,,,,,,,,,,,0.2432432432432432,,
41100.09018,,,,,,,,,,,0.0,,,
41100.11046,,,,,,,,,,0.0,,,,
41100.136173,,,,,,,,,0.0,,,,,
41100.162131,,,,,,,,0.0,,,,,,
41100.192611,,,,,,,0.0,,,,,,,
41100.211222,,,,,,1.0,,,,,,,,
41100.237492,,,,,0.2758285938770494,,,,,,,,,
41100.263339,,,,0.5909090909090908,,,,,,,,,,
41100.281055,,,0.26642168522065435,,,,,,,,,,,
41100.305328,0.0,,,,,,,,,,,,,
41100.340953,,0.0,,,,,,,,,,,,
41400.504452,,,,,,,,,,,,,,0.0
41400.5328,,,,,,,,,,,,,0.0,
41400.541605,,,,,,,,,,,,0.2432432432432432,,
41400.569667,,,,,,,,,,,0.0,,,
41400.591693,,,,,,,,,,0.0,,,,
41400.621966,,,,,,,,,0.0,,,,,
41400.649825,,,,,,,,0.0,,,,,,
41400.681891,,,,,,,0.0,,,,,,,
41400.703146,,,,,,1.0,,,,,,,,
41400.734256,,,,,0.27770146751666547,,,,,,,,,
41400.761303,,,,0.8181818181818183,,,,,,,,,,
41400.780215,,,0.268345101511413,,,,,,,,,,,
41400.811859,0.0,,,,,,,,,,,,,
41400.850857,,0.0,,,,,,,,,,,,
41700.977173,,,,,,,,,,,,,,0.0
41701.000593,,,,,,,,,,,,,0.0,
41701.01769,,,,,,,,,,,,0.2432432432432432,,
41701.045914,,,,,,,,,,,0.0,,,
41701.066723,,,,,,,,,,0.0,,,,
41701.094761,,,,,,,,,0.0,,,,,
41701.121723,,,,,,,,0.0,,,,,,
41701.153798,,,,,,,0.0,,,,,,,
41701.176342,,,,,,1.0,,,,,,,,
41701.206543,,,,,0.2795710458813345,,,,,,,,,
41701.232611,,,,0.36363636363636376,,,,,,,,,,
41701.257581,,,0.2702643830624778,,,,,,,,,,,
41701.286621,0.0,,,,,,,,,,,,,
41701.324964,,0.0,,,,,,,,,,,,
42001.437216,,,,,,,,,,,,,,0.0
42001.463965,,,,,,,,,,,,,0.0,
42001.483371,,,,,,,,,,,,0.24774774774774777,,
42001.511904,,,,,,,,,,,0.0,,,
42001.533879,,,,,,,,,,0.0,,,,
42001.563093,,,,,,,,,0.0,,,,,
42001.590662,,,,,,,,0.0,,,,,,
42001.621448,,,,,,,0.0,,,,,,,
42001.641134,,,,,,1.0,,,,,,,,
42001.670104,,,,,0.28149425415224827,,,,,,,,,
42001.697403,,,,0.5,,,,,,,,,,
42001.72146,,,0.2722025570692823,,,,,,,,,,,
42001.75065,0.0,,,,,,,,,,,,,
42001.789261,,0.0,,,,,,,,,,,,
42301.895723,,,,,,,,,,,,,,0.0
42301.923207,,,,,,,,,,,,,0.0,
42301.942416,,,,,,,,,,,,0.24774774774774777,,
42301.970322,,,,,,,,,,,0.0,,,
42301.992684,,,,,,,,,,0.0,,,,
42302.022475,,,,,,,,,0.0,,,,,
42302.051188,,,,,,,,0.0,,,,,,
42302.083702,,,,,,,0.0,,,,,,,
42302.106918,,,,,,1.0,,,,,,,,
42302.137997,,,,,0.28351820335244504,,,,,,,,,
42302.164197,,,,0.6818181818181821,,,,,,,,,,
42302.18933,,,0.27426015198206855,,,,,,,,,,,
42302.219315,0.0,,,,,,,,,,,,,
42302.2573,,0.0,,,,,,,,,,,,
42602.363502,,,,,,,,,,,,,,0.0
42602.389303,,,,,,,,,,,,,0.0,
42602.407753,,,,,,,,,,,,0.25225225225225223,,
42602.435408,,,,,,,,,,,0.0,,,
42602.456242,,,,,,,,,,0.0,,,,
42602.484894,,,,,,,,,0.0,,,,,
42602.51095,,,,,,,,0.0,,,,,,
42602.542546,,,,,,,0.0,,,,,,,
42602.564678,,,,,,1.0,,,,,,,,
42602.593986,,,,,0.2856071960187677,,,,,,,,,
42602.620851,,,,0.8636363636363638,,,,,,,,,,
42602.645169,,,0.27638395913329106,,,,,,,,,,,
42602.675255,0.0,,,,,,,,,,,,,
42602.713617,,0.0,,,,,,,,,,,,
42902.821955,,,,,,,,,,,,,,0.0
42902.849755,,,,,,,,,,,,,0.0,
42902.86344,,,,,,,,,,,,0.2567567567567567,,
42902.89186,,,,,,,,,,,0.0,,,
42902.915755,,,,,,,,,,0.0,,,,
42902.94588,,,,,,,,,0.0,,,,,
42902.974425,,,,,,,,0.0,,,,,,
42903.007383,,,,,,,0.0,,,,,,,
42903.030477,,,,,,1.0,,,,,,,,
42903.060197,,,,,0.2875618815861649,,,,,,,,,
42903.08857,,,,0.40909090909090917,,,,,,,,,,
42903.114199,,,0.27833797781475367,,,,,,,,,,,
42903.144678,0.0,,,,,,,,,,,,,
42903.184609,,0.0,,,,,,,,,,,,
43203.283207,,,,,,,,,,,,,,0.0
43203.31186,,,,,,,,,,,,,0.0,
43203.331502,,,,,,,,,,,,0.2567567567567567,,
43203.360362,,,,,,,,,,,0.0,,,
43203.382602,,,,,,,,,,0.0,,,,
43203.410785,,,,,,,,,0.0,,,,,
43203.439442,,,,,,,,0.0,,,,,,
43203.471692,,,,,,,0.0,,,,,,,
43203.494003,,,,,,1.0,,,,,,,,
43203.524526,,,,,0.28954425721942256,,,,,,,,,
43203.548671,,,,0.36363636363636376,,,,,,,,,,
43203.572751,,,0.280323050326039,,,,,,,,,,,
43203.601704,0.0,,,,,,,,,,,,,
43203.641026,,0.0,,,,,,,,,,,,
43503.757584,,,,,,,,,,,,,,0.0
43503.783599,,,,,,,,,,,,,0.0,
43503.802586,,,,,,,,,,,,0.2567567567567567,,
43503.828051,,,,,,,,,,,0.0,,,
43503.84978,,,,,,,,,,0.0,,,,
43503.878735,,,,,,,,,0.0,,,,,
43503.90594,,,,,,,,0.0,,,,,,
43503.937297,,,,,,,0.0,,,,,,,
43503.957084,,,,,,1.0,,,,,,,,
43503.982822,,,,,0.2913763154006892,,,,,,,,,
43504.009176,,,,0.5454545454545454,,,,,,,,,,
43504.033123,,,0.28213960199250143,,,,,,,,,,,
43504.063717,0.0,,,,,,,,,,,,,
43504.102129,,0.0,,,,,,,,,,,,
43804.232413,,,,,,,,,,,,,,0.0
43804.258956,,,,,,,,,,,,,0.0,
43804.276242,,,,,,,,,,,,0.2567567567567567,,
43804.302385,,,,,,,,,,,0.0,,,
43804.322635,,,,,,,,,,0.0,,,,
43804.350028,,,,,,,,,0.0,,,,,
43804.37659,,,,,,,,0.0,,,,,,
43804.40685,,,,,,,0.0,,,,,,,
43804.428683,,,,,,1.0,,,,,,,,
43804.457657,,,,,0.29341826739325894,,,,,,,,,
43804.48085,,,,0.09090909090909083,,,,,,,,,,
43804.503378,,,0.28415789511058553,,,,,,,,,,,
43804.532254,0.0,,,,,,,,,,,,,
43804.569523,,0.0,,,,,,,,,,,,
44104.775838,,,,,,,,,,,,,,0.0
44104.796782,,,,,,,,,,,,,0.0,
44104.808346,,,,,,,,,,,,0.26126126126126126,,
44104.833606,,,,,,,,,,,0.0,,,
44104.853547,,,,,,,,,,0.0,,,,
44104.8576,,,,,,,,0.0,,,,,,
44104.882264,,,,,,,,,0.0,,,,,
44104.887207,,,,,,,0.0,,,,,,,
44104.908384,,,,,,1.0,,,,,,,,
44104.936584,,,,,0.2952229105446348,,,,,,,,,
44104.962753,,,,0.13636363636363624,,,,,,,,,,
44104.987516,,,0.2859456606514226,,,,,,,,,,,
44105.017479,0.0,,,,,,,,,,,,,
44105.054394,,0.0,,,,,,,,,,,,
44405.248344,,,,,,,,,,,,,,0.0
44405.275074,,,,,,,,,,,,,0.0,
44405.295182,,,,,,,,,,,,0.26126126126126126,,
44405.324361,,,,,,,,,,,0.0,,,
44405.347429,,,,,,,,,,0.0,,,,
44405.377187,,,,,,,,,0.0,,,,,
44405.405704,,,,,,,,0.0,,,,,,
44405.437414,,,,,,,0.0,,,,,,,
44405.459697,,,,,,1.0,,,,,,,,
44405.489782,,,,,0.2971422310106665,,,,,,,,,
44405.515848,,,,0.5,,,,,,,,,,
44405.538396,,,0.28787430873665154,,,,,,,,,,,
44405.562541,0.0,,,,,,,,,,,,,
44405.599625,,0.0,,,,,,,,,,,,
44705.742269,,,,,,,,,,,,,,0.0
44705.769012,,,,,,,,,,,,,0.0,
44705.788031,,,,,,,,,,,,0.2657657657657657,,
44705.816494,,,,,,,,,,,0.0,,,
44705.837342,,,,,,,,,,0.0,,,,
44705.864892,,,,,,,,,0.0,,,,,
44705.891093,,,,,,,,0.0,,,,,,
44705.920675,,,,,,,0.0,,,,,,,
44705.940935,,,,,,1.0,,,,,,,,
44705.964904,,,,,0.29899771915500883,,,,,,,,,
44705.987182,,,,0.5909090909090908,,,,,,,,,,
44706.008223,,,0.2897235911836509,,,,,,,,,,,
44706.036079,0.0,,,,,,,,,,,,,
44706.072173,,0.0,,,,,,,,,,,,
45006.240902,,,,,,,,,,,,,,0.0
45006.266203,,,,,,,,,,,,,0.0,
45006.2821,,,,,,,,,,,,0.2657657657657657,,
45006.307209,,,,,,,,,,,0.0,,,
45006.326681,,,,,,,,,,0.0,,,,
45006.353126,,,,,,,,,0.0,,,,,
45006.376238,,,,,,,,0.0,,,,,,
45006.404314,,,,,,,0.0,,,,,,,
45006.42443,,,,,,1.0,,,,,,,,
45006.45091,,,,,0.3010276201908024,,,,,,,,,
45006.473094,,,,0.7727272727272729,,,,,,,,,,
45006.49574,,,0.2917267484498369,,,,,,,,,,,
45006.523489,0.0,,,,,,,,,,,,,
45006.559774,,0.0,,,,,,,,,,,,
45306.725236,,,,,,,,,,,,,,0.0
45306.747518,,,,,,,,,,,,,0.0,
45306.757155,,,,,,,,,,,,0.2657657657657657,,
45306.782664,,,,,,,,,,,0.0,,,
45306.804308,,,,,,,,,,0.0,,,,
45306.832549,,,,,,,,,0.0,,,,,
45306.859415,,,,,,,,0.0,,,,,,
45306.890626,,,,,,,0.0,,,,,,,
45306.913025,,,,,,1.0,,,,,,,,
45306.943143,,,,,0.30308856242526305,,,,,,,,,
45306.969757,,,,0.09090909090909083,,,,,,,,,,
45306.995366,,,0.2937245973057142,,,,,,,,,,,
45307.026061,0.0,,,,,,,,,,,,,
45307.064011,,0.0,,,,,,,,,,,,
45607.188922,,,,,,,,,,,,,,0.0
45607.216378,,,,,,,,,,,,,0.0,
45607.235865,,,,,,,,,,,,0.2657657657657657,,
45607.263136,,,,,,,,,,,0.0,,,
45607.285317,,,,,,,,,,0.0,,,,
45607.313401,,,,,,,,,0.0,,,,,
45607.340773,,,,,,,,0.0,,,,,,
45607.372642,,,,,,,0.0,,,,,,,
45607.395037,,,,,,1.0,,,,,,,,
45607.422448,,,,,0.3049831136569948,,,,,,,,,
45607.449409,,,,0.27272727272727293,,,,,,,,,,
45607.473694,,,0.29561362669846314,,,,,,,,,,,
45607.503323,0.0,,,,,,,,,,,,,
45607.541271,,0.0,,,,,,,,,,,,
45907.64998,,,,,,,,,,,,,,0.0
45907.678362,,,,,,,,,,,,,0.0,
45907.699052,,,,,,,,,,,,0.2702702702702703,,
45907.726177,,,,,,,,,,,0.0,,,
45907.747225,,,,,,,,,,0.0,,,,
45907.77649,,,,,,,,,0.0,,,,,
45907.805053,,,,,,,,0.0,,,,,,
45907.836804,,,,,,,0.0,,,,,,,
45907.859815,,,,,,1.0,,,,,,,,
45907.890508,,,,,0.30677766181767707,,,,,,,,,
45907.917569,,,,0.4545454545454546,,,,,,,,,,
45907.942088,,,0.2974062182377638,,,,,,,,,,,
45907.972414,0.0,,,,,,,,,,,,,
45908.009013,,0.0,,,,,,,,,,,,
46208.100947,,,,,,,,,,,,,,0.0
46208.129701,,,,,,,,,,,,,0.0,
46208.149941,,,,,,,,,,,,0.2702702702702703,,
46208.177652,,,,,,,,,,,0.0,,,
46208.199926,,,,,,,,,,0.0,,,,
46208.229124,,,,,,,,,0.0,,,,,
46208.257879,,,,,,,,0.0,,,,,,
46208.291355,,,,,,,0.0,,,,,,,
46208.314597,,,,,,1.0,,,,,,,,
46208.344961,,,,,0.308724307052719,,,,,,,,,
46208.371916,,,,0.5909090909090908,,,,,,,,,,
46208.398066,,,0.2993021396431139,,,,,,,,,,,
46208.428781,0.0,,,,,,,,,,,,,
46208.468703,,0.0,,,,,,,,,,,,
46508.561181,,,,,,,,,,,,,,0.0
46508.589522,,,,,,,,,,,,,0.0,
46508.609037,,,,,,,,,,,,0.2702702702702703,,
46508.637909,,,,,,,,,,,0.0,,,
46508.660589,,,,,,,,,,0.0,,,,
46508.690278,,,,,,,,,0.0,,,,,
46508.71753,,,,,,,,0.0,,,,,,
46508.750027,,,,,,,0.0,,,,,,,
46508.773452,,,,,,1.0,,,,,,,,
46508.802658,,,,,0.31071734284227637,,,,,,,,,
46508.830278,,,,0.6818181818181821,,,,,,,,,,
46508.856353,,,0.3012934176913423,,,,,,,,,,,
46508.887162,0.0,,,,,,,,,,,,,
46508.921318,,0.0,,,,,,,,,,,,
46809.020726,,,,,,,,,,,,,,0.0
46809.048151,,,,,,,,,,,,,0.0,
46809.067358,,,,,,,,,,,,0.2702702702702703,,
46809.095351,,,,,,,,,,,0.0,,,
46809.118093,,,,,,,,,,0.0,,,,
46809.147148,,,,,,,,,0.0,,,,,
46809.175243,,,,,,,,0.0,,,,,,
46809.207723,,,,,,,0.0,,,,,,,
46809.230492,,,,,,1.0,,,,,,,,
46809.26044,,,,,0.3127479052893276,,,,,,,,,
46809.286998,,,,0.13636363636363624,,,,,,,,,,
46809.311591,,,0.3033509172920197,,,,,,,,,,,
46809.341807,0.0,,,,,,,,,,,,,
46809.381315,,0.0,,,,,,,,,,,,
47109.476388,,,,,,,,,,,,,,0.0
47109.504656,,,,,,,,,,,,,0.0,
47109.524753,,,,,,,,,,,,0.27477477477477474,,
47109.553955,,,,,,,,,,,0.0,,,
47109.576702,,,,,,,,,,0.0,,,,
47109.606038,,,,,,,,,0.0,,,,,
47109.635257,,,,,,,,0.0,,,,,,
47109.668626,,,,,,,0.0,,,,,,,
47109.691209,,,,,,1.0,,,,,,,,
47109.720367,,,,,0.3145657322505765,,,,,,,,,
47109.746727,,,,0.22727272727272751,,,,,,,,,,
47109.771082,,,0.3051483267418148,,,,,,,,,,,
47109.802071,0.0,,,,,,,,,,,,,
47109.841558,,0.0,,,,,,,,,,,,
47409.954512,,,,,,,,,,,,,,0.0
47409.981784,,,,,,,,,,,,,0.0,
47410.000397,,,,,,,,,,,,0.2792792792792792,,
47410.02819,,,,,,,,,,,0.0,,,
47410.049987,,,,,,,,,,0.0,,,,
47410.078317,,,,,,,,,0.0,,,,,
47410.105255,,,,,,,,0.0,,,,,,
47410.137071,,,,,,,0.0,,,,,,,
47410.158303,,,,,,1.0,,,,,,,,
47410.185747,,,,,0.3164382839170593,,,,,,,,,
47410.21007,,,,0.1818181818181821,,,,,,,,,,
47410.232915,,,0.3069701409843868,,,,,,,,,,,
47410.259964,0.0,,,,,,,,,,,,,
47410.295053,,0.0,,,,,,,,,,,,
47710.412991,,,,,,,,,,,,,,0.0
47710.441384,,,,,,,,,,,,,0.0,
47710.461079,,,,,,,,,,,,0.2792792792792792,,
47710.489049,,,,,,,,,,,0.0,,,
47710.51167,,,,,,,,,,0.0,,,,
47710.54145,,,,,,,,,0.0,,,,,
47710.569314,,,,,,,,0.0,,,,,,
47710.601201,,,,,,,0.0,,,,,,,
47710.624213,,,,,,1.0,,,,,,,,
47710.653933,,,,,0.3182928430669075,,,,,,,,,
47710.680986,,,,0.31818181818181834,,,,,,,,,,
47710.703518,,,0.3087818267929223,,,,,,,,,,,
47710.734199,0.0,,,,,,,,,,,,,
47710.774098,,0.0,,,,,,,,,,,,
48010.879107,,,,,,,,,,,,,,0.0
48010.906263,,,,,,,,,,,,,0.0,
48010.925462,,,,,,,,,,,,0.2792792792792792,,
48010.953069,,,,,,,,,,,0.0,,,
48010.975134,,,,,,,,,,0.0,,,,
48011.003942,,,,,,,,,0.0,,,,,
48011.031989,,,,,,,,0.0,,,,,,
48011.063533,,,,,,,0.0,,,,,,,
48011.086217,,,,,,1.0,,,,,,,,
48011.112624,,,,,0.3202065805699992,,,,,,,,,
48011.139591,,,,0.4545454545454546,,,,,,,,,,
48011.164787,,,0.3106396037581952,,,,,,,,,,,
48011.195032,0.0,,,,,,,,,,,,,
48011.233001,,0.0,,,,,,,,,,,,
48311.347361,,,,,,,,,,,,,,0.0
48311.375015,,,,,,,,,,,,,0.0,
48311.394088,,,,,,,,,,,,0.28378378378378377,,
48311.421855,,,,,,,,,,,0.0,,,
48311.444192,,,,,,,,,,0.0,,,,
48311.473426,,,,,,,,,0.0,,,,,
48311.501336,,,,,,,,0.0,,,,,,
48311.533866,,,,,,,0.0,,,,,,,
48311.556852,,,,,,1.0,,,,,,,,
48311.58525,,,,,0.32222537515121863,,,,,,,,,
48311.612406,,,,0.7727272727272729,,,,,,,,,,
48311.636815,,,0.3126668178611989,,,,,,,,,,,
48311.667126,0.0,,,,,,,,,,,,,
48311.705565,,0.0,,,,,,,,,,,,
48611.814316,,,,,,,,,,,,,,0.0
48611.842404,,,,,,,,,,,,,0.0,
48611.861939,,,,,,,,,,,,0.28378378378378377,,
48611.889182,,,,,,,,,,,0.0,,,
48611.909683,,,,,,,,,,0.0,,,,
